name,address,phone_number,url,maps_link
HerbaFi,"8413 Ramsey Ave  Silver Spring, MD",(240) 650-4372,https://dutchie.com/dispensary/herbafi/info,https://www.google.com/maps?q=8413%20Ramsey%20Ave%2C%20Silver%20Spring%2C%20MD%2020910
First State Compassion Center (Lewes),"12000 Old Vine Blvd  Lewes, DE",(302) 281-4888,https://dutchie.com/dispensary/first-state-compassion-center-lewes/info,https://www.google.com/maps?q=12000%20Old%20Vine%20Blvd%2C%20Lewes%2C%20DE%2019958
The Farm (DE) -  Felton,"105 Irish Hill Rd  Felton, DE",(302) 469-5470,https://dutchie.com/dispensary/the-farm/info,https://www.google.com/maps?q=105%20Irish%20Hill%20Rd%2C%20Felton%2C%20DE%2019943
First State Compassion Center (Wilmington),"37 Germay Dr  Wilmington, DE",(302) 543-2100,https://dutchie.com/dispensary/first-state-compassion-center-wilmington/info,https://www.google.com/maps?q=37%20Germay%20Dr%2C%20Wilmington%2C%20DE%2019804
The Farm (DE) - New Castle,"240 S Dupont Hwy  New Castle, DE",(302) 327-0393,https://dutchie.com/dispensary/the-farm-delaware-new-castle/info,https://www.google.com/maps?q=240%20S%20Dupont%20Hwy%2C%20New%20Castle%2C%20DE%2019720
Jova Wellness,"5846 Allentown Way  Camp Springs, MD",(301) 278-5184,https://dutchie.com/dispensary/jova-wellness/info,https://www.google.com/maps?q=5846%20Allentown%20Way%2C%20Camp%20Springs%2C%20MD%2020748
Story of Silver Spring,"12355 Georgia Ave  Silver Spring, MD",(240) 247-3013,https://dutchie.com/dispensary/mission-glenmont/info,https://www.google.com/maps?q=12355%20Georgia%20Ave%2C%20Silver%20Spring%2C%20MD%2020906
Waave,"7327 Hanover Pkwy  Greenbelt, MD",(443) 383-3730,https://dutchie.com/dispensary/waave/info,https://www.google.com/maps?q=7327%20Hanover%20Pkwy%2C%20Greenbelt%2C%20MD%2020770
Chesapeake Apothecary - Clinton,"9135 Piscataway Rd Suite 100 Clinton, MD",(240) 244-1623,https://dutchie.com/dispensary/chesapeake-apothecary-clinton/info,https://www.google.com/maps?q=9135%20Piscataway%20Rd%2C%20Suite%20100%2C%20Clinton%2C%20MD%2020735
Field Supply Cannabis and Provisions,"4543 Kirkwood Hwy  Wilmington, DE",(302) 482-3449,https://dutchie.com/dispensary/field-supply-cannabis-and-provisions/info,https://www.google.com/maps?q=4543%20Kirkwood%20Hwy%2C%20Wilmington%2C%20DE%2019808
Vytal Options (Kennett Square),"716 W Baltimore Pike  Kennett Square, PA",(484) 581-0999,https://dutchie.com/dispensary/vytal-options-kennett-square/info,https://www.google.com/maps?q=716%20W%20Baltimore%20Pike%2C%20Kennett%20Square%2C%20PA%2019348
Pharmkent,"330 E Pulaski Hwy  Elkton, MD",(443) 207-8224,https://dutchie.com/dispensary/pharmkent-wellness/info,https://www.google.com/maps?q=330%20E%20Pulaski%20Hwy%2C%20Elkton%2C%20MD%2021921
Cookies N. Miami Beach,"17150 Biscayne Blvd 3 Aventura, FL",(786) 789-0589,https://dutchie.com/dispensary/cookies-n-miami-beach/info,https://www.google.com/maps?q=17150%20Biscayne%20Blvd%2C%203%2C%20Aventura%2C%20FL%2033160
Goldflower | St. Petersburg,"2160 Central Ave  St. Petersburg, FL",(448) 203-1184,https://dutchie.com/dispensary/goldflower-or-st-petersburg/info,https://www.google.com/maps?q=2160%20Central%20Ave%2C%20St.%20Petersburg%2C%20FL%2033712
Curaleaf North Biscayne (MBC),"2250 NE 163rd St  North Miami Beach, FL",(786) 743-0005,https://dutchie.com/dispensary/curaleaf-fl-n-miami-beach/info,https://www.google.com/maps?q=2250%20NE%20163rd%20St%2C%20North%20Miami%20Beach%2C%20FL%2033160
Sanctuary Cannabis (Boynton Beach),"710 N Federal Hwy  Boynton Beach, FL",(561) 810-8100,https://dutchie.com/dispensary/sanctuary-medicinals-boynton-beach/info,https://www.google.com/maps?q=710%20N%20Federal%20Hwy%2C%20Boynton%20Beach%2C%20FL%2033435
Goldflower | Ocala,"2613 SW 19th Avenue Rd  Ocala, FL",(448) 203-1183,https://dutchie.com/dispensary/gold-flower-or-ocala/info,https://www.google.com/maps?q=2613%20SW%2019th%20Avenue%20Rd%2C%20Ocala%2C%20FL%2034471
Goldflower | Largo,"2401 E Bay Dr  Largo, FL",Not Listed,https://dutchie.com/dispensary/goldflower-or-largo/info,https://www.google.com/maps?q=2401%20E%20Bay%20Dr%2C%20Largo%2C%20FL%2033771
Sanctuary Cannabis (Sarasota),"1199 N Washington Blvd  Sarasota, FL",(941) 960-1493,https://dutchie.com/dispensary/sanctuary-medicinals-sarasota/info,https://www.google.com/maps?q=1199%20N%20Washington%20Blvd%2C%20Sarasota%2C%20FL%2034236
NOA Botanicals - Honolulu,"1308 Young St  Honolulu, HI",(808) 550-9861,https://dutchie.com/dispensary/noa-botanicals-honolulu/info,https://www.google.com/maps?q=1308%20Young%20St%2C%20Honolulu%2C%20HI%2096814
NOA Botanicals - Aiea,"98-302 Kamehameha Hwy  Aiea, HI",(808) 900-3320,https://dutchie.com/dispensary/noa-botanicals-aiea/info,https://www.google.com/maps?q=98-302%20Kamehameha%20Hwy%2C%20Aiea%2C%20HI%2096701
Aloha Green Apothecary - King St.,"1314 S King St  Honolulu, HI",(808) 369-2888,https://dutchie.com/dispensary/aloha-green-apothecary/info,https://www.google.com/maps?q=1314%20S%20King%20St%2C%20Honolulu%2C%20HI%2096814
Aloha Green Apothecary - KoOlina,"92 Olani St 1047 Kapolei, HI",(808) 369-2888,https://dutchie.com/dispensary/aloha-green-koolina-retail/info,https://www.google.com/maps?q=92%20Olani%20St%2C%201047%2C%20Kapolei%2C%20HI%2096707
Aloha Green Herb House,"3131 N Nimitz Hwy  Honolulu, HI",(808) 369-2888,https://dutchie.com/dispensary/aloha-green-herb-house/info,https://www.google.com/maps?q=3131%20N%20Nimitz%20Hwy%2C%20Honolulu%2C%20HI%2096819
NOA Botanicals - Kaneohe,"46-028 Kawa St  Kaneohe, HI",(808) 550-9860,https://dutchie.com/dispensary/noa-botanicals-kaneohe/info,https://www.google.com/maps?q=46-028%20Kawa%20St%2C%20Kaneohe%2C%20HI%2096744
Aloha Green Apothecary - Waikiki,"2113 Kalakaua Ave  Honolulu, HI",(808) 369-2888,https://dutchie.com/dispensary/aloha-green-apothecary-waikiki/info,https://www.google.com/maps?q=2113%20Kalakaua%20Ave%2C%20Honolulu%2C%20HI%2096815
Big Island Grown (Hilo),"750 Kanoelehua Ave  Hilo, HI",(808) 825-5533,https://dutchie.com/dispensary/big-island-grown-hilo/info,https://www.google.com/maps?q=750%20Kanoelehua%20Ave%2C%20Hilo%2C%20HI%2096720
Pono Life Maui - Lahaina,"60 Ulupono St 8 Lahaina, HI",(808) 495-8593,https://dutchie.com/dispensary/pono-life-maui-lahaina/info,https://www.google.com/maps?q=60%20Ulupono%20St%2C%208%2C%20Lahaina%2C%20HI%2096761
Pono Life Maui - Paia,"149 Hana Hwy  Paia, HI",(808) 489-9454,https://dutchie.com/dispensary/pono-life-maui-paia/info,https://www.google.com/maps?q=149%20Hana%20Hwy%2C%20Paia%2C%20HI%2096779
Pono Life Maui - Kihei,"95 E Lipoa St  Kihei, HI",(808) 633-4153,https://dutchie.com/dispensary/pono-life-maui-kihei/info,https://www.google.com/maps?q=95%20E%20Lipoa%20St%2C%20Kihei%2C%20HI%2096753
Pono Life Maui - Kahului,"415 Dairy Rd # A Kahului, HI",(808) 489-9454,https://dutchie.com/dispensary/pono-life-maui-kahului/info,https://www.google.com/maps?q=415%20Dairy%20Rd%2C%20%23%20A%2C%20Kahului%2C%20HI%2096732
Big Island Grown (Kona),"74-5617 Pawai Pl  Kailua-Kona, HI",(808) 374-8210,https://dutchie.com/dispensary/big-island-grown-kona/info,https://www.google.com/maps?q=74-5617%20Pawai%20Pl%2C%20Kailua-Kona%2C%20HI%2096740
Bud & Mary's - Windsor Heights,"7239 Apple Valley  Windsor Heights, IA",Not Listed,https://dutchie.com/dispensary/bud-and-marys-windsor-heights/info,https://www.google.com/maps?q=7239%20Apple%20Valley%2C%20Windsor%20Heights%2C%20IA%2050324
Thrive IL (Anna) - Recreational,"87 Richview Dr  Anna, IL",(618) 715-0887,https://dutchie.com/dispensary/thrive-il-anna/info,https://www.google.com/maps?q=87%20Richview%20Dr%2C%20Anna%2C%20IL%2062906
Thrive IL (Anna) - Medical,"87 Richview Dr  Anna, IL",(618) 715-0887,https://dutchie.com/dispensary/thrive-il-anna-medical/info,https://www.google.com/maps?q=87%20Richview%20Dr%2C%20Anna%2C%20IL%2062906
Green Releaf - Bourbonnais,"1660 IL-50  Bourbonnais, IL",(779) 701-5159,https://dutchie.com/dispensary/green-releaf-bourbonnais/info,https://www.google.com/maps?q=1660%20IL-50%2C%20Bourbonnais%2C%20IL%2060914
Bud & Mary's - Sioux City,"5700 Sunnybrook Dr  Sioux City, IA",Not Listed,https://dutchie.com/dispensary/bud-and-marys-sioux-city/info,https://www.google.com/maps?q=5700%20Sunnybrook%20Dr%2C%20Sioux%20City%2C%20IA%2051106
Phili Dispensary,"1300 Locke Dr  Bourbonnais, IL",Not Listed,https://dutchie.com/dispensary/deer-park-dispensary/info,https://www.google.com/maps?q=1300%20Locke%20Dr%2C%20Bourbonnais%2C%20IL%2060914
True North,"1325 River Dr  North Sioux City, SD",(605) 422-9333,https://dutchie.com/dispensary/true-north/info,https://www.google.com/maps?q=1325%20River%20Dr%2C%20North%20Sioux%20City%2C%20SD%2057049
The Gas Station by High Haven - Darien,"8131 S Cass Ave  Darien, IL",Not Listed,https://dutchie.com/dispensary/high-haven-darien/info,https://www.google.com/maps?q=8131%20S%20Cass%20Ave%2C%20Darien%2C%20IL%2060561
Green Releaf - Villa Park,"305 W North Ave  Villa Park, IL",(331) 225-0986,https://dutchie.com/dispensary/green-releaf-villa-park/info,https://www.google.com/maps?q=305%20W%20North%20Ave%2C%20Villa%20Park%2C%20IL%2060181
Viola - CHI,"1516 Roosevelt Rd  Broadview, IL",(872) 328-4652,https://dutchie.com/dispensary/viola-chi/info,https://www.google.com/maps?q=1516%20Roosevelt%20Rd%2C%20Broadview%2C%20IL%2060155
Star Buds (Riverside),"2704 S Harlem Ave  Riverside, IL",(708) 853-9640,https://dutchie.com/dispensary/star-buds-riverside/info,https://www.google.com/maps?q=2704%20S%20Harlem%20Ave%2C%20Riverside%2C%20IL%2060546
Curaleaf (IL) - Melrose Park,"1413 W North Ave  Melrose Park, IL",(872) 249-0809,https://dutchie.com/dispensary/curaleaf-il-melrose-park/info,https://www.google.com/maps?q=1413%20W%20North%20Ave%2C%20Melrose%20Park%2C%20IL%2060160
Star Buds (Burbank),"7844 S Cicero Ave  Burbank, IL",(708) 907-3441,https://dutchie.com/dispensary/starbuds-burbank/info,https://www.google.com/maps?q=7844%20S%20Cicero%20Ave%2C%20Burbank%2C%20IL%2060459
Bud and Rita's - Niles,"5960 W Touhy Ave  Niles, IL",(773) 207-7939,https://dutchie.com/dispensary/bud-and-ritas-niles/info,https://www.google.com/maps?q=5960%20W%20Touhy%20Ave%2C%20Niles%2C%20IL%2060714
Curaleaf (IL) - Westmont,"11 E Ogden Ave  Westmont, IL",(630) 796-0715,https://dutchie.com/dispensary/curaleaf-il-westmont/info,https://www.google.com/maps?q=11%20E%20Ogden%20Ave%2C%20Westmont%2C%20IL%2060559
Curaleaf (IL) - Justice,"8340 S Roberts Rd  Justice, IL",(708) 793-8100,https://dutchie.com/dispensary/curaleaf-il-justice/info,https://www.google.com/maps?q=8340%20S%20Roberts%20Rd%2C%20Justice%2C%20IL%2060458
Mission Norridge,"4113 N Harlem Ave  Norridge, IL",(773) 530-0088,https://dutchie.com/dispensary/mission-norridge/info,https://www.google.com/maps?q=4113%20N%20Harlem%20Ave%2C%20Norridge%2C%20IL%2060706
Village Bucktown,"1850 W Webster Ave  Chicago, IL",(312) 598-0022,https://dutchie.com/dispensary/village-bucktown/info,https://www.google.com/maps?q=1850%20W%20Webster%20Ave%2C%20Chicago%2C%20IL%2060614
Curaleaf (IL) - Weed Street,"923 W Weed St  Chicago, IL",(872) 249-0246,https://dutchie.com/dispensary/curaleaf-il-weed-street/info,https://www.google.com/maps?q=923%20W%20Weed%20St%2C%20Chicago%2C%20IL%2060642
Bud and Rita's,"3419 W Belmont Ave  Chicago, IL",(312) 300-2635,https://dutchie.com/dispensary/bud-and-ritas/info,https://www.google.com/maps?q=3419%20W%20Belmont%20Ave%2C%20Chicago%2C%20IL%2060618
Curaleaf (IL) - Worth,"11425 S Harlem Ave  Worth, IL",(708) 586-7600,https://dutchie.com/dispensary/curaleaf-il-worth/info,https://www.google.com/maps?q=11425%20S%20Harlem%20Ave%2C%20Worth%2C%20IL%2060482
Curaleaf (IL) - Skokie,"10000 Skokie Blvd  Skokie, IL",(224) 707-9072,https://dutchie.com/dispensary/curaleaf-il-skokie/info,https://www.google.com/maps?q=10000%20Skokie%20Blvd%2C%20Skokie%2C%20IL%2060077
Cookies Chicago - Clinton,"215 N Clinton St  Chicago, IL",(312) 313-7374,https://dutchie.com/dispensary/cookies-chicago-clinton/info,https://www.google.com/maps?q=215%20N%20Clinton%20St%2C%20Chicago%2C%20IL%2060661
Mission (South Chicago),"8554 S Commercial Ave  Chicago, IL",(773) 530-0088,https://dutchie.com/dispensary/mission-south-shore/info,https://www.google.com/maps?q=8554%20S%20Commercial%20Ave%2C%20Chicago%2C%20IL%2060617
Mission (South Chicago) MED,"8554 S Commercial Ave  Chicago, IL",(773) 530-0088,https://dutchie.com/dispensary/mission-south-shore-med/info,https://www.google.com/maps?q=8554%20S%20Commercial%20Ave%2C%20Chicago%2C%20IL%2060617
Mission (Calumet City),"1330 Torrence Ave  Calumet City, IL",(773) 530-0088,https://dutchie.com/dispensary/mission-calumet-city/info,https://www.google.com/maps?q=1330%20Torrence%20Ave%2C%20Calumet%20City%2C%20IL%2060409
Lux Leaf Dispensary,"5539 Miller Cir Dr  Matteson, IL",(708) 905-4500,https://dutchie.com/dispensary/nlj-dispensary/info,https://www.google.com/maps?q=5539%20Miller%20Cir%20Dr%2C%20Matteson%2C%20IL%2060443
Thrive Illinois - Casey (Rec),"912 IL-49  Casey, IL",(217) 780-7122,https://dutchie.com/dispensary/thrive-illinois-casey-rec/info,https://www.google.com/maps?q=912%20IL-49%2C%20Casey%2C%20IL%2062420
Excelleaf Dispensary,"305 E Locust St  DeKalb, IL",(815) 421-3501,https://dutchie.com/dispensary/excelleaf-dispensary/info,https://www.google.com/maps?q=305%20E%20Locust%20St%2C%20DeKalb%2C%20IL%2060115
Curaleaf (IL) - Northbrook,"755 Skokie Blvd  Northbrook, IL",(224) 269-4545,https://dutchie.com/dispensary/curaleaf-il-northbrook/info,https://www.google.com/maps?q=755%20Skokie%20Blvd%2C%20Northbrook%2C%20IL%2060062
BLOC Dispensary - Palatine,"333 E Lake Cook Rd  Palatine, IL",(847) 637-5740,https://dutchie.com/dispensary/bloc-dispensary-palatine/info,https://www.google.com/maps?q=333%20E%20Lake%20Cook%20Rd%2C%20Palatine%2C%20IL%2060038
Curaleaf (IL) - Deerfield,"677 Lake Cook Rd  Deerfield, IL",(847) 686-2821,https://dutchie.com/dispensary/curaleaf-il-deerfield/info,https://www.google.com/maps?q=677%20Lake%20Cook%20Rd%2C%20Deerfield%2C%20IL%2060015
NOXX Peoria,"Peoria, IL",(309) 670-9087,https://dutchie.com/dispensary/noxx-peoria/info,https://www.google.com/maps?q=Peoria%2C%20IL%20
Greenlight Dispensary - Park City,"3331 Belvidere Rd  Park City, IL",(847) 461-1025,https://dutchie.com/dispensary/greenlight-park-city/info,https://www.google.com/maps?q=3331%20Belvidere%20Rd%2C%20Park%20City%2C%20IL%2060085
Planet 13 Illinois LLC,"4000 Northpoint Blvd  Waukegan, IL",(224) 319-0313,https://dutchie.com/dispensary/planet-13-illinois-llc/info,https://www.google.com/maps?q=4000%20Northpoint%20Blvd%2C%20Waukegan%2C%20IL%2060085
Trinity - University St - Medical,"3125 N University St  Peoria, IL",Not Listed,https://dutchie.com/dispensary/trinity-compassionate-care/info,https://www.google.com/maps?q=3125%20N%20University%20St%2C%20Peoria%2C%20IL%2061604
Cloud9 - East Peoria,"406 W Camp St  East Peoria, IL",(309) 209-5001,https://dutchie.com/dispensary/cloud9-east-peoria/info,https://www.google.com/maps?q=406%20W%20Camp%20St%2C%20East%20Peoria%2C%20IL%2061611
Trinity - Glen Ave - Recreational,"2301 W Glen Ave  Peoria, IL",(309) 839-0337,https://dutchie.com/dispensary/trinity-on-glen/info,https://www.google.com/maps?q=2301%20W%20Glen%20Ave%2C%20Peoria%2C%20IL%2061614
Village Dispensary,"110 Northport Dr  Godfrey, IL",(618) 208-7833,https://dutchie.com/dispensary/village-dispensary/info,https://www.google.com/maps?q=110%20Northport%20Dr%2C%20Godfrey%2C%20IL%2062035
Kush 21 (Jacksonville),"1112 Veterans Dr  Jacksonville, IL",(217) 408-1246,https://dutchie.com/dispensary/kush-21-jacksonville/info,https://www.google.com/maps?q=1112%20Veterans%20Dr%2C%20Jacksonville%2C%20IL%2062650
Trinity - University St - Recreational,"3125 N University St  Peoria, IL",Not Listed,https://dutchie.com/dispensary/trinity-compassionate-care-rec/info,https://www.google.com/maps?q=3125%20N%20University%20St%2C%20Peoria%2C%20IL%2061604
Thrive IL (Harrisburg) - Recreational,"105 Veterans Dr  Harrisburg, IL",(618) 715-0882,https://dutchie.com/dispensary/thrive-il-harrisburg/info,https://www.google.com/maps?q=105%20Veterans%20Dr%2C%20Harrisburg%2C%20IL%2062946
Thrive IL (Harrisburg) - Medical,"105 Veterans Dr  Harrisburg, IL",(618) 715-0882,https://dutchie.com/dispensary/thrive-il-harrisburg-medical/info,https://www.google.com/maps?q=105%20Veterans%20Dr%2C%20Harrisburg%2C%20IL%2062946
Curaleaf (IL) - New Lenox,"701 E Lincoln Hwy  New Lenox, IL",(708) 258-1141,https://dutchie.com/dispensary/curaleaf-il-new-lenox/info,https://www.google.com/maps?q=701%20E%20Lincoln%20Hwy%2C%20New%20Lenox%2C%20IL%2060451
Thrive IL (Mt. Vernon),"800 S 45th St  Mt Vernon, IL",(618) 204-0096,https://dutchie.com/dispensary/thrive-il-mt-vernon/info,https://www.google.com/maps?q=800%20S%2045th%20St%2C%20Mt%20Vernon%2C%20IL%2062864
Curaleaf (IL) - Morris,"2400 US-6  Morris, IL",(815) 513-0124,https://dutchie.com/dispensary/curaleaf-il-morris/info,https://www.google.com/maps?q=2400%20US-6%2C%20Morris%2C%20IL%2060450
Thrive IL (Metropolis),"1551 E 5th St  Metropolis, IL",(618) 602-2900,https://dutchie.com/dispensary/thrive-il-metropolis/info,https://www.google.com/maps?q=1551%20E%205th%20St%2C%20Metropolis%2C%20IL%2062960
The Puff Palace by High Haven - Normal,"106 Mall Dr  Normal, IL",(309) 585-2500,https://dutchie.com/dispensary/high-haven-normal/info,https://www.google.com/maps?q=106%20Mall%20Dr%2C%20Normal%2C%20IL%2061761
Ayr Quincy East 4440 (Medical),"4440 Broadway St Ste 1 Quincy, IL",(217) 214-6337,https://dutchie.com/dispensary/herbal-remedies-dispensaries-4440-medical/info,https://www.google.com/maps?q=4440%20Broadway%20St%2C%20Ste%201%2C%20Quincy%2C%20IL%2062305
Ayr Quincy East 4440 (Adult-Use),"4440 Broadway St Ste 1 Quincy, IL",(217) 214-6337,https://dutchie.com/dispensary/herbal-remedies-dispensaries-4440/info,https://www.google.com/maps?q=4440%20Broadway%20St%2C%20Ste%201%2C%20Quincy%2C%20IL%2062305
Ayr Quincy West 1837,"1837 Broadway St  Quincy, IL",(217) 214-4372,https://dutchie.com/dispensary/herbal-remedies-dispensaries-1837/info,https://www.google.com/maps?q=1837%20Broadway%20St%2C%20Quincy%2C%20IL%2062301
High Profile - Springfield IL,"4211 Conestoga Dr  Springfield, IL",(217) 993-8576,https://dutchie.com/dispensary/high-profile-springfield-rec/info,https://www.google.com/maps?q=4211%20Conestoga%20Dr%2C%20Springfield%2C%20IL%2062711
Green Temple,"904 Edwardsville Rd  Troy, IL",(618) 505-0054,https://dutchie.com/dispensary/shopgreentemple/info,https://www.google.com/maps?q=904%20Edwardsville%20Rd%2C%20Troy%2C%20IL%2062294
GDF - Shreveport,"1410 Kings Hwy  Shreveport, LA",(318) 585-0420,https://dutchie.com/dispensary/Good-Day-Farm-Shreveport/info,https://www.google.com/maps?q=1410%20Kings%20Hwy%2C%20Shreveport%2C%20LA%2071103
KG Collective - Brockton,"912 Crescent St  Brockton, MA",(508) 436-7441,https://dutchie.com/dispensary/kg-collective-brockton/info,https://www.google.com/maps?q=912%20Crescent%20St%2C%20Brockton%2C%20MA%2002302
Bud's Goods & Provisions (Abington),"1540 Bedford St  Abington, MA",Not Listed,https://dutchie.com/dispensary/buds-goods-and-provisions-abington/info,https://www.google.com/maps?q=1540%20Bedford%20St%2C%20Abington%2C%20MA%2002351
GDF - Jennings,"1920 Evangeline Hwy  Jennings, LA",(337) 218-4643,https://dutchie.com/dispensary/good-day-farm-jennings/info,https://www.google.com/maps?q=1920%20Evangeline%20Hwy%2C%20Jennings%2C%20LA%2070546
